,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,event_date,max_1_day_prcp,max_3_day_prcp,max_7_day_prcp,max_14_day_prcp,avg_30_day_prcp,avg_60_day_prcp,avg_90_day_prcp,avg_365_day_prcp,max_1_day_prcp_mean_flux,max_3_day_prcp_mean_flux,max_7_day_prcp_mean_flux,max_14_day_prcp_mean_flux,avg_30_day_prcp_mean_flux,avg_60_day_prcp_mean_flux,avg_90_day_prcp_mean_flux,avg_365_day_prcp_mean_flux,Runoff_CN_Best,max_1_day_prcp_mean_flux_nc,max_3_day_prcp_mean_flux_nc,max_7_day_prcp_mean_flux_nc,max_14_day_prcp_mean_flux_nc,avg_30_day_prcp_mean_flux_nc,avg_60_day_prcp_mean_flux_nc,avg_90_day_prcp_mean_flux_nc,avg_365_day_prcp_mean_flux_nc
532,532,532,755,755,755,50.0,80.7492904663086,1.55,,1.0,0.75,6.7,92.0,0.0,3.0,,0.0,8.0,0.0,0.0285714285714285,0.07,10.4,6.0,-116.8176,33.8453,0.0,6.9,,0.0,2015-11-03,0.0,0.0,0.0,0.0,0.0172413793103448,0.0305084745762711,0.0202247191011235,0.0616766467065868,4.16959e-09,8.125538e-06,1.8519178e-05,1.8519178e-05,3.0220667213143315e-06,2.362535497013596e-06,2.7066178063250845e-06,3.539403560334351e-06,0.0,0.0,0.0,1.159478529189073e-06,2.851493036359898e-06,2.3793725631549023e-05,1.2639435226446949e-05,9.902866622724105e-06,1.3541859516408294e-05
533,533,533,641,641,641,15.0,10.853930473327637,0.8,,2.0,15.0,5.8,9.0,13.3,,,0.0,20.0,,0.8422222222222223,0.4,30.3,2.0,-123.8754,45.2224,0.0,12.0,183.0,,2015-11-13,13.3,13.3,13.3,24.6,18.950000000000003,18.950000000000003,18.950000000000003,26.4,3.810539e-11,2.8226377e-10,3.920197e-06,3.920197e-06,1.5534527847194113e-05,2.8365506295813248e-05,2.3668930225539956e-05,0.0001417850214962,,0.0,0.0,0.0,3.666969496407546e-05,3.3763109968276694e-05,5.103555304231122e-05,4.154667112743482e-05,0.00015650293789803982
534,534,534,652,652,652,15.0,10.853930473327637,0.8,,2.0,15.0,5.8,9.0,,,,0.0,20.0,,0.0,0.4,30.3,2.0,-123.8754,45.2224,0.0,12.0,183.0,,2015-11-13,13.3,13.3,13.3,24.6,18.950000000000003,18.950000000000003,18.950000000000003,26.4,3.810539e-11,2.8226377e-10,3.920197e-06,3.920197e-06,1.5534527847194113e-05,2.8365506295813248e-05,2.3668930225539956e-05,0.0001417850214962,,0.0,0.0,0.0,3.666969496407546e-05,3.3763109968276694e-05,5.103555304231122e-05,4.154667112743482e-05,0.00015650293789803982
535,535,535,119,119,119,1.0,43.94253921508789,1.45,75.0,2.0,4.0,7.2,9.0,1.8,3.0,,0.0,25.0,0.0,0.1174603174603174,0.22,29.1,5.0,-85.743877,42.49941,1.0,12.4,183.0,0.0,2015-11-14,0.0,1.8,2.8,6.4,0.7809523809523811,0.8624999999999998,1.432394366197183,1.3041322314049588,3.241809e-05,3.241809e-05,3.241809e-05,3.241809e-05,7.296842341020238e-06,1.6287764083244838e-05,1.9097737094853077e-05,2.9182259232703062e-05,0.0,0.0,0.0,1.4441344546867185e-06,1.4496529729512986e-05,2.6626554245012812e-05,4.13168418162968e-05,3.793714495259337e-05,4.5308184780878946e-05
536,536,536,751,751,751,60.0,50.80877304077149,0.2,,1.0,75.0,4.5,373.0,,,,0.0,2.0,0.0,0.038095238095238,0.45,60.0,4.0,-123.2,45.7239,0.0,30.0,,,2015-11-17,,,,0.0,0.7153846153846153,0.3560975609756097,0.5716417910447761,1.2389473684210526,1.1340869e-18,4.242605e-06,4.242605e-06,1.259497e-05,1.3029504771111531e-05,1.795691787265241e-05,2.3317179511650465e-05,0.0001365795976144,,0.0,0.0,3.92414904126781e-06,1.962074520633905e-06,3.3984080801019445e-05,4.3317639210727066e-05,3.0331950256368145e-05,0.0001266184845007956
537,537,537,850,850,850,50.0,79.15027618408203,1.4,,1.0,0.75,6.7,2.7,0.0,5.0,,0.0,23.0,12.533333333333331,0.1777777777777777,0.19,30.1,4.0,-118.4492,34.4751,0.0,,,0.0,2015-11-19,0.0,0.0,0.0,0.0,0.032258064516129,0.1918032786885246,0.4186813186813186,0.5756830601092896,6.1046226e-06,6.1046226e-06,6.1046226e-06,6.1046226e-06,4.592235200107098e-06,3.60085232387064e-06,2.509850446585915e-06,7.083673527100004e-06,0.0,0.0,1.5832525605219416e-05,1.1393118256819434e-05,5.696559128409717e-06,5.288639385980787e-06,1.4411674783332273e-05,9.607782885723282e-06,9.191126991936471e-06
538,538,538,192,192,192,2.0,5.840478897094727,1.27,91.0,2.0,5.0,5.6,3.0,0.0,2.0,1.0,0.0,18.0,0.0,0.2746031746031745,0.16,33.4,5.0,-92.605801,42.113671,1.0,12.6,109.0,0.0,2015-11-20,0.0,0.0,2.5,2.5,2.2956521739130435,1.309433962264151,1.3384615384615386,1.5901639344262295,6.800451e-07,7.43321e-05,7.43321e-05,7.43321e-05,1.0229457984678447e-05,1.2644885828194674e-05,1.8250600987812504e-05,2.533158083430074e-05,0.0,0.0,2.385508742008824e-05,4.316969352657907e-05,2.1584846763289534e-05,1.9950655769207515e-05,3.153932993882336e-05,3.256666241213679e-05,1.9458051610854454e-05
539,539,539,965,965,965,3.0,80.12150573730469,1.4,61.0,4.0,1.2,6.7,9.0,28.7,,0.0,18.0,80.0,80.33333333333333,2.3984126984126983,0.21,28.2,3.0,-81.4752,38.5051,0.0,14.0,80.0,,2015-12-02,28.7,28.7,28.7,28.7,3.119354838709677,2.2737704918032784,2.4098901098901098,3.2838797814207648,1.904669e-06,4.4864773e-06,3.297903e-05,3.297903e-05,2.335426142963115e-05,1.704365058685653e-05,1.3603074876300523e-05,5.301622545779389e-05,,0.0,4.266905307304114e-05,5.437713844003156e-05,5.2753723139176145e-05,4.0547995013184845e-05,3.524454223224893e-05,4.148687730776146e-05,3.0433629945036955e-05
540,540,540,678,678,678,1.0,49.546630859375,1.0,,2.0,7.0,5.8,9.0,,,,0.0,15.0,,0.0,0.2,29.9,5.0,-123.8923,45.5598,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
541,541,541,618,618,618,1.0,66.91191101074219,1.0,,2.0,7.0,5.8,9.0,,,,0.0,15.0,,0.0,0.2,29.9,5.0,-123.8924,45.5599,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
542,542,542,610,610,610,3.0,6.003357410430908,1.35,61.0,2.0,3.8,5.8,9.0,19.3,,,0.0,18.0,0.0,0.4412698412698412,0.22,30.5,5.0,-123.1632,45.2514,0.0,14.1,,,2015-12-07,53.3,53.3,53.3,53.3,8.284210526315789,5.176190476190477,3.261764705882353,1.9426710097719868,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00019480085757095367,0.00019999728829134256,0.00011008353612851351,7.728696800768375e-05,3.650801590993069e-05,4.6072338591329753e-05,3.702012691064738e-05,5.3305597248254344e-05
543,543,543,667,667,667,1.0,59.64874267578125,1.0,,2.0,7.0,5.8,9.0,13.3,,,0.0,15.0,,0.823913043478261,0.2,29.9,5.0,-123.8924,45.5598,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
544,544,544,633,633,633,7.0,18.908580780029297,1.3,,1.0,4.0,6.1,9.0,,,,0.0,41.0,0.0,0.1666666666666666,0.2,27.7,4.0,-123.1063,45.5664,0.0,15.2,,,2015-12-07,39.7,39.7,39.7,39.7,6.857142857142857,3.077777777777777,1.912698412698413,1.43125,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00020300917094573379,0.0001964839902939275,0.0001308441424043849,9.073779074242339e-05,4.272815567674115e-05,4.768174039782025e-05,3.7697678635595366e-05,4.2975956603186205e-05
545,545,545,1081,1081,1081,50.0,70.74376678466797,1.4,,2.0,3.0,5.5,28.0,105.9,4.0,1.0,0.0,10.0,202.16666666666663,7.142857142857143,0.15,20.6,2.0,-82.31845689,35.22195907,0.0,,203.0,0.0,2015-12-07,0.0,0.0,25.9,25.9,6.303225806451613,5.429508196721312,5.85054945054945,3.453551912568306,8.874099999999999e-21,1.748291e-06,0.00015397815,0.0001702811,2.0456624042708427e-05,1.231039823323954e-05,9.045338629221078e-06,3.3835847811337936e-05,0.0,0.0,3.296255044915597e-06,1.1996532521152403e-05,4.1140308894682676e-05,2.1983547412673943e-05,2.7204871003050357e-05,4.130218076170422e-05,4.11989058193285e-05
546,546,546,1017,1017,1017,70.0,47.03775405883789,0.2,,1.0,75.0,4.5,373.0,19.6,,,0.0,3.0,184.30000000000004,6.907936507936508,0.45,60.0,4.0,-122.71858379,45.53803931,0.0,30.0,,,2015-12-07,64.3,64.3,64.3,64.3,7.6258064516129025,5.477049180327869,3.9901098901098897,2.411475409836066,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00015679694479331374,0.0001674024824751541,9.130279067903757e-05,5.396278720581904e-05,2.51826349995099e-05,4.536348569672555e-05,4.0238723158836365e-05,5.2394665544852614e-05
547,547,547,794,794,794,60.0,67.42733001708984,0.2,,1.0,75.0,4.5,373.0,,,,0.0,2.0,0.0,0.0253968253968253,0.45,60.0,4.0,-123.3503,45.644,0.0,30.0,,,2015-12-07,39.7,39.7,39.7,39.7,4.0,1.6290322580645162,1.0379310344827586,0.8791666666666668,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00027066809707321227,0.00043727245065383613,0.00026542047271505,0.00016252264322247356,7.670386548852548e-05,7.692501822020859e-05,6.085572749725543e-05,8.189121581381187e-05
548,548,548,736,736,736,55.0,61.33444595336914,1.2,,1.0,2.5,5.3,3.0,67.8,,,0.0,20.0,198.4,5.479365079365079,0.2,31.3,4.0,-122.4161,45.6062,0.0,13.3,,,2015-12-07,67.8,67.8,67.8,67.8,7.406451612903226,5.581967213114754,4.045054945054945,2.4177595628415305,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,5.1637268770578656e-05,,0.00021453533554449677,0.00032331288093701005,0.00018766814901027828,0.00013872077397536486,6.80465018376708e-05,7.001729682087898e-05,5.320617856341414e-05,5.50736986042466e-05
549,549,549,587,587,587,1.0,54.55397033691406,1.0,,2.0,7.0,5.8,9.0,,,,0.0,15.0,,0.6015873015873017,0.2,29.9,5.0,-123.8923,45.5599,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
550,550,550,903,903,903,90.0,77.30192565917969,1.28,,1.0,4.0,5.6,7.7,36.6,,,0.0,36.0,99.46666666666664,3.6809523809523808,0.15,24.0,2.0,-122.7048,45.5271,0.0,10.7,,,2015-12-07,67.8,67.8,67.8,67.8,7.951612903225806,5.629508196721311,4.095604395604395,2.423497267759563,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00015679694479331374,0.0001674024824751541,9.130279067903757e-05,5.396278720581904e-05,2.51826349995099e-05,4.536348569672555e-05,4.0238723158836365e-05,5.2394665544852614e-05
551,551,551,916,916,916,60.0,51.944297790527344,0.2,,1.0,75.0,4.5,373.0,,,,0.0,2.0,0.0,0.0253968253968253,0.45,60.0,4.0,-123.3502,45.6441,0.0,30.0,,,2015-12-07,39.7,39.7,39.7,39.7,4.0,1.6290322580645162,1.0379310344827586,0.8791666666666668,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00027066809707321227,0.00043727245065383613,0.00026542047271505,0.00016252264322247356,7.670386548852548e-05,7.692501822020859e-05,6.085572749725543e-05,8.189121581381187e-05
552,552,552,940,940,940,1.0,59.64874267578125,1.0,,2.0,7.0,5.8,9.0,,,,0.0,15.0,,0.0,0.2,29.9,5.0,-123.8924,45.5598,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
553,553,553,711,711,711,2.0,4.359987258911133,1.3,,1.0,3.0,6.1,3.0,64.3,,,0.0,38.0,198.4,5.407936507936507,0.2,30.8,6.0,-122.8516,45.6517,0.0,9.6,,,2015-12-07,54.3,54.3,54.3,54.3,7.454838709677419,5.457377049180328,3.85054945054945,2.509562841530055,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,8.663737921660986e-05,,0.00020278169540688396,0.0001915313332574442,0.00010842504707397893,7.636031659785658e-05,3.6198038287693635e-05,4.2153264075750485e-05,3.5089939046883956e-05,5.677044464391656e-05
554,554,554,725,725,725,1.0,59.64874267578125,1.0,,2.0,7.0,5.8,9.0,,,,0.0,15.0,,0.0,0.2,29.9,5.0,-123.8924,45.5598,0.0,13.4,117.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
555,555,555,839,839,839,60.0,12.436854362487791,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.0,0.45,60.0,2.0,-123.8991,45.5548,0.0,30.0,173.0,,2015-12-07,,,,,13.3,18.950000000000003,18.950000000000003,26.4,9.9141125e-06,1.0003316e-05,3.77845e-05,0.00020439805,2.4459690393996425e-05,2.704877442738507e-05,2.7019752451451492e-05,9.665817237328224e-05,,0.00020795565797016025,0.0003962152695748955,0.00021805826690979302,0.00016123324166983366,7.665836892556399e-05,7.754365651635453e-05,6.759555981261656e-05,0.00010631937766447663
556,556,556,606,606,606,60.0,71.03662872314453,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.6112903225806453,0.45,60.0,2.0,-123.5827,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
557,557,557,754,754,754,60.0,71.03662872314453,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,0.0,0.0,0.45,60.0,2.0,-123.5827,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
558,558,558,975,975,975,60.0,84.72245788574219,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.0,0.45,60.0,2.0,-123.5789,45.5642,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
559,559,559,797,797,797,60.0,71.03662872314453,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,0.0,0.0,0.45,60.0,2.0,-123.5827,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
560,560,560,609,609,609,3.0,62.07688903808594,1.1,,2.0,8.0,5.8,9.0,76.5,,,0.0,18.0,360.0666666666666,12.466666666666669,0.2,32.3,3.0,-123.9267,45.9572,0.0,13.4,117.0,,2015-12-08,76.5,76.5,76.5,76.5,17.11935483870968,12.62622950819672,8.790109890109889,5.009289617486339,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.663837326725773e-05,,7.73714273236692e-05,0.00026701006572693586,0.0002028314775088802,0.00018147288938052952,8.833646279526874e-05,6.508862134069204e-05,6.446008774219081e-05,9.11136157810688e-05
561,561,561,604,604,604,60.0,71.03662872314453,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.6112903225806453,0.45,60.0,2.0,-123.5827,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
562,562,562,799,799,799,60.0,73.77336883544922,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,0.0,0.0,0.45,60.0,2.0,-123.5826,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
563,563,563,603,603,603,2.0,8.709043502807617,1.3,,1.0,2.0,5.8,3.0,,,,0.0,25.0,,0.1412698412698412,0.2,32.0,5.0,-122.8777,46.0205,0.0,13.4,168.0,,2015-12-08,54.3,54.3,54.3,54.3,7.878571428571428,3.625,2.0,1.431923076923077,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.82264358499696e-05,,0.00013314378156792372,0.00017089785251300782,0.0001369982783216983,0.00010550739534664899,5.145168324816041e-05,5.21792026120238e-05,4.714825263363309e-05,5.392842649598606e-05
564,564,564,592,592,592,2.0,55.892120361328125,1.3,,1.0,2.0,5.8,9.0,,,,0.0,20.0,,0.1435483870967742,0.2,29.4,6.0,-122.8857,46.0284,0.0,14.8,168.0,,2015-12-08,54.3,54.3,54.3,54.3,7.878571428571428,3.625,2.0,1.431923076923077,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.82264358499696e-05,,0.00013314378156792372,0.00017089785251300782,0.0001369982783216983,0.00010550739534664899,5.145168324816041e-05,5.21792026120238e-05,4.714825263363309e-05,5.392842649598606e-05
565,565,565,676,676,676,3.0,10.659805297851562,1.1,,2.0,8.0,5.8,9.0,76.5,,,0.0,18.0,360.0666666666666,12.466666666666669,0.2,32.3,3.0,-123.9245,45.9607,0.0,13.4,117.0,,2015-12-08,76.5,76.5,76.5,76.5,17.11935483870968,12.62622950819672,8.790109890109889,5.009289617486339,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.663837326725773e-05,,7.73714273236692e-05,0.00026701006572693586,0.0002028314775088802,0.00018147288938052952,8.833646279526874e-05,6.508862134069204e-05,6.446008774219081e-05,9.11136157810688e-05
566,566,566,800,800,800,60.0,68.43330383300781,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.6112903225806453,0.45,60.0,2.0,-123.5828,45.5635,0.0,30.0,,,2015-12-08,60.7,60.7,60.7,60.7,37.0,32.86666666666667,32.86666666666667,32.11666666666667,1.3461571e-05,1.3461571e-05,3.77845e-05,0.00020439805,2.490840779501013e-05,2.726416096265893e-05,2.7169326131115668e-05,8.511074615184893e-05,,0.00021864959853701293,0.0005108683835715055,0.00038013860466890037,0.00026984524447470903,0.00013117279740981758,0.00011115211236756295,0.00010073165321955457,0.00015798688400536776
567,567,567,685,685,685,60.0,42.98289108276367,0.95,,4.0,6.0,4.5,9.0,32.0,,,38.0,71.0,208.66666666666663,7.041269841269841,0.23,30.9,2.0,-123.7746,46.1951,0.0,14.1,155.0,,2015-12-08,76.5,76.5,76.5,76.5,17.11935483870968,12.62622950819672,8.790109890109889,5.009289617486339,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.663837326725773e-05,,5.773131124442443e-05,0.00020103486895095557,0.00017785363888833672,0.00015287045971490443,7.378285226877779e-05,6.224888056749478e-05,6.153136200737208e-05,0.00010172033944400027
568,568,568,887,887,887,3.0,62.07688903808594,1.1,,2.0,8.0,5.8,9.0,76.5,,,0.0,18.0,360.0666666666666,12.466666666666669,0.2,32.3,3.0,-123.9267,45.9572,0.0,13.4,117.0,,2015-12-08,76.5,76.5,76.5,76.5,17.11935483870968,12.62622950819672,8.790109890109889,5.009289617486339,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.663837326725773e-05,,7.73714273236692e-05,0.00026701006572693586,0.0002028314775088802,0.00018147288938052952,8.833646279526874e-05,6.508862134069204e-05,6.446008774219081e-05,9.11136157810688e-05
569,569,569,863,863,863,30.0,74.28662109375,0.2,,1.0,75.0,4.5,373.0,,,,0.0,3.0,,0.0,0.45,60.0,4.0,-123.4835,44.4697,0.0,30.0,,,2015-12-08,,,,,,,,46.1,2.1232195e-06,7.5922203e-06,2.1884318e-05,0.00012023274,2.1090198060846888e-05,2.5958350306609645e-05,2.6479785447008908e-05,7.556383197472272e-05,,0.00027451617643237114,0.00036536992411129177,0.0002389387518633157,0.00018325915152672678,9.11174138309434e-05,8.4207124018576e-05,6.747513543814421e-05,9.625665552448481e-05
570,570,570,696,696,696,70.0,37.78865814208984,1.23,,1.0,2.65,6.3,9.0,,,,28.0,87.0,,0.1435483870967742,0.08,14.5,4.0,-122.8952,46.0603,0.0,7.3,,,2015-12-08,54.3,54.3,54.3,54.3,7.878571428571428,3.625,2.0,1.431923076923077,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.82264358499696e-05,,0.00013314378156792372,0.00017089785251300782,0.0001369982783216983,0.00010550739534664899,5.145168324816041e-05,5.21792026120238e-05,4.714825263363309e-05,5.392842649598606e-05
571,571,571,705,705,705,2.0,8.709043502807617,1.3,,1.0,2.0,5.8,3.0,,,,0.0,25.0,,0.1412698412698412,0.2,32.0,5.0,-122.8777,46.0205,0.0,13.4,168.0,,2015-12-08,54.3,54.3,54.3,54.3,7.878571428571428,3.625,2.0,1.431923076923077,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.82264358499696e-05,,0.00013314378156792372,0.00017089785251300782,0.0001369982783216983,0.00010550739534664899,5.145168324816041e-05,5.21792026120238e-05,4.714825263363309e-05,5.392842649598606e-05
572,572,572,654,654,654,60.0,58.049598693847656,0.95,,4.0,6.0,4.5,9.0,76.5,,,38.0,71.0,360.0666666666666,12.466666666666669,0.23,30.9,2.0,-123.7669,46.1947,0.0,14.1,155.0,,2015-12-08,76.5,76.5,76.5,76.5,17.11935483870968,12.62622950819672,8.790109890109889,5.009289617486339,1.4677084e-05,1.5646574e-05,3.2230746e-05,0.00017251707,2.4962342649814676e-05,2.374596988374833e-05,2.398230390099343e-05,9.663837326725773e-05,,5.773131124442443e-05,0.00020103486895095557,0.00017785363888833672,0.00015287045971490443,7.378285226877779e-05,6.224888056749478e-05,6.153136200737208e-05,0.00010172033944400027
573,573,573,714,714,714,60.0,78.6632080078125,1.42,61.0,5.0,0.25,6.6,0.3,37.5,,,81.0,150.0,206.5,7.307936507936507,0.17,31.3,6.0,-122.3635,47.4895,0.0,13.9,,,2015-12-08,37.5,37.5,37.5,37.5,9.25483870967742,7.0393442622950815,4.909890109890109,2.829508196721312,1.7181163e-05,2.893367e-05,5.8602076e-05,9.01261e-05,2.47484404098941e-05,2.0793288058484904e-05,1.9667757442221045e-05,7.314595090788155e-05,,3.731198739842512e-05,3.7500776670640334e-05,6.139272591099143e-05,6.0414451581891626e-05,2.819340988935437e-05,2.4802746338536963e-05,2.5459399694227614e-05,3.687993375933729e-05
